code;locatie;datum;totaal;tegenrichting;hoofdrichting
COU;Coupure-Links;2022-07-07;6901;3565;3336
COU;Coupure-Links;2022-07-08;7864;3733;4131
COU;Coupure-Links;2022-07-09;4961;2455;2506
COU;Coupure-Links;2022-07-10;5108;2399;2709
COU;Coupure-Links;2022-07-11;5870;2848;3022
COU;Coupure-Links;2022-07-12;7248;3486;3762
COU;Coupure-Links;2022-07-13;6840;3111;3729
COU;Coupure-Links;2022-07-14;7238;3345;3893
COU;Coupure-Links;2022-07-15;7982;4041;3941
COU;Coupure-Links;2022-07-16;5520;2386;3134
COU;Coupure-Links;2022-07-17;4785;2139;2646
COU;Coupure-Links;2022-07-18;5726;2762;2964
COU;Coupure-Links;2022-07-19;4881;2304;2577
COU;Coupure-Links;2022-07-20;5345;2643;2702
COU;Coupure-Links;2022-07-21;4326;2051;2275
COU;Coupure-Links;2022-07-22;5766;2789;2977
COU;Coupure-Links;2022-07-23;4920;2279;2641
COU;Coupure-Links;2022-07-24;4169;1887;2282
COU;Coupure-Links;2022-07-25;4955;2386;2569
COU;Coupure-Links;2022-07-26;5112;2535;2577
COU;Coupure-Links;2022-07-27;5409;2609;2800
COU;Coupure-Links;2022-07-28;5512;2719;2793
COU;Coupure-Links;2022-07-29;5456;2673;2783
COU;Coupure-Links;2022-07-30;4352;2072;2280
COU;Coupure-Links;2022-07-31;3339;1601;1738
COU;Coupure-Links;2022-08-01;5656;2741;2915
COU;Coupure-Links;2022-08-02;6659;3157;3502
COU;Coupure-Links;2022-08-03;6351;3063;3288
COU;Coupure-Links;2022-08-04;6564;3150;3414
COU;Coupure-Links;2022-08-05;6028;2993;3035
COU;Coupure-Links;2022-08-06;4092;1965;2127
COU;Coupure-Links;2022-08-07;4215;1933;2282
COU;Coupure-Links;2022-08-08;6552;3139;3413
COU;Coupure-Links;2022-08-09;7110;3470;3640
COU;Coupure-Links;2022-08-10;6828;3249;3579
COU;Coupure-Links;2022-08-11;6901;3191;3710
COU;Coupure-Links;2022-08-12;5963;2808;3155
COU;Coupure-Links;2022-08-13;4115;1828;2287
COU;Coupure-Links;2022-08-14;3502;1562;1940
COU;Coupure-Links;2022-08-15;3663;1696;1967
COU;Coupure-Links;2022-08-16;6421;3283;3138
COU;Coupure-Links;2022-08-17;5828;2938;2890
COU;Coupure-Links;2022-08-18;8140;4100;4040
COU;Coupure-Links;2022-08-19;6409;3245;3164
COU;Coupure-Links;2022-08-20;5150;2595;2555
COU;Coupure-Links;2022-08-21;4452;2239;2213
COU;Coupure-Links;2022-08-22;7787;3862;3925
COU;Coupure-Links;2022-08-23;8804;4372;4432
COU;Coupure-Links;2022-08-24;8553;4260;4293
COU;Coupure-Links;2022-08-25;8902;4439;4463
COU;Coupure-Links;2022-08-26;8186;4124;4062
COU;Coupure-Links;2022-08-27;5500;2697;2803
COU;Coupure-Links;2022-08-28;5001;2416;2585
COU;Coupure-Links;2022-08-29;8299;4149;4150
COU;Coupure-Links;2022-08-30;9070;4476;4594
COU;Coupure-Links;2022-08-31;8950;4457;4493
COU;Coupure-Links;2022-09-01;10481;5288;5193
COU;Coupure-Links;2022-09-02;9561;4801;4760
COU;Coupure-Links;2022-09-03;5319;2620;2699
COU;Coupure-Links;2022-09-04;4987;2422;2565
COU;Coupure-Links;2022-09-05;9657;4767;4890
COU;Coupure-Links;2022-09-06;10153;5037;5116
COU;Coupure-Links;2022-09-07;9639;4782;4857
COU;Coupure-Links;2022-09-08;9121;4541;4580
COU;Coupure-Links;2022-09-09;7218;3616;3602
COU;Coupure-Links;2022-09-10;4111;2028;2083
COU;Coupure-Links;2022-09-11;4790;2329;2461
COU;Coupure-Links;2022-09-12;9635;4769;4866
COU;Coupure-Links;2022-09-13;9325;4686;4639
COU;Coupure-Links;2022-09-14;6768;3355;3413
COU;Coupure-Links;2022-09-15;9633;4640;4993
COU;Coupure-Links;2022-09-16;7107;3375;3732
COU;Coupure-Links;2022-09-17;3052;1414;1638
COU;Coupure-Links;2022-09-18;3898;1876;2022
COU;Coupure-Links;2022-09-19;8662;4046;4616
COU;Coupure-Links;2022-09-20;9518;4409;5109
COU;Coupure-Links;2022-09-21;10055;4759;5296
COU;Coupure-Links;2022-09-22;10257;4855;5402
COU;Coupure-Links;2022-09-23;8757;4184;4573
COU;Coupure-Links;2022-09-24;4036;1858;2178
COU;Coupure-Links;2022-09-25;4092;1815;2277
COU;Coupure-Links;2022-09-26;9867;4547;5320
COU;Coupure-Links;2022-09-27;10454;4709;5745
COU;Coupure-Links;2022-09-28;11804;5666;6138
COU;Coupure-Links;2022-09-29;11906;5157;6749
COU;Coupure-Links;2022-09-30;10602;4890;5712
COU;Coupure-Links;2022-10-01;4623;2115;2508
COU;Coupure-Links;2022-10-02;3675;1538;2137
COU;Coupure-Links;2022-10-03;12021;6048;5973
COU;Coupure-Links;2022-10-04;13945;7049;6896
COU;Coupure-Links;2022-10-05;12261;5982;6279
COU;Coupure-Links;2022-10-06;13808;6987;6821
COU;Coupure-Links;2022-10-07;11902;5972;5930
COU;Coupure-Links;2022-10-08;5328;2682;2646
COU;Coupure-Links;2022-10-09;4605;2130;2475
COU;Coupure-Links;2022-10-10;12385;6243;6142
COU;Coupure-Links;2022-10-11;13868;6979;6889
COU;Coupure-Links;2022-10-12;13028;6587;6441
COU;Coupure-Links;2022-10-13;12387;6242;6145
COU;Coupure-Links;2022-10-14;10732;5507;5225
COU;Coupure-Links;2022-10-15;5062;2598;2464
COU;Coupure-Links;2022-10-16;5029;2455;2574
COU;Coupure-Links;2022-10-17;11106;5634;5472
COU;Coupure-Links;2022-10-18;14014;7116;6898
COU;Coupure-Links;2022-10-19;13126;6490;6636
COU;Coupure-Links;2022-10-20;13021;6530;6491
COU;Coupure-Links;2022-10-21;11817;6037;5780
COU;Coupure-Links;2022-10-22;5458;2803;2655
COU;Coupure-Links;2022-10-23;4725;2197;2528
COU;Coupure-Links;2022-10-24;11918;6026;5892
COU;Coupure-Links;2022-10-25;13651;6830;6821
COU;Coupure-Links;2022-10-26;13186;6647;6539
COU;Coupure-Links;2022-10-27;13921;7033;6888
COU;Coupure-Links;2022-10-28;12173;6195;5978
COU;Coupure-Links;2022-10-29;5423;2726;2697
COU;Coupure-Links;2022-10-30;4164;2031;2133
COU;Coupure-Links;2022-10-31;6885;3532;3353
COU;Coupure-Links;2022-11-01;3825;1866;1959
COU;Coupure-Links;2022-11-02;6707;3394;3313
COU;Coupure-Links;2022-11-03;8306;4181;4125
COU;Coupure-Links;2022-11-04;7687;3926;3761
COU;Coupure-Links;2022-11-05;4329;2141;2188
COU;Coupure-Links;2022-11-06;3096;1471;1625
COU;Coupure-Links;2022-11-07;11411;5729;5682
COU;Coupure-Links;2022-11-08;12988;6571;6417
COU;Coupure-Links;2022-11-09;11498;5759;5739
COU;Coupure-Links;2022-11-10;12693;6402;6291
COU;Coupure-Links;2022-11-11;5087;2548;2539
COU;Coupure-Links;2022-11-12;4840;2444;2396
COU;Coupure-Links;2022-11-13;4154;1952;2202
COU;Coupure-Links;2022-11-14;11060;5480;5580
COU;Coupure-Links;2022-11-15;11264;5620;5644
COU;Coupure-Links;2022-11-16;11558;5716;5842
COU;Coupure-Links;2022-11-17;10824;5349;5475
COU;Coupure-Links;2022-11-18;10400;5214;5186
COU;Coupure-Links;2022-11-19;3908;1919;1989
COU;Coupure-Links;2022-11-20;3243;1486;1757
COU;Coupure-Links;2022-11-21;10579;5207;5372
COU;Coupure-Links;2022-11-22;11591;5721;5870
COU;Coupure-Links;2022-11-23;10881;5338;5543
COU;Coupure-Links;2022-11-24;12066;5984;6082
COU;Coupure-Links;2022-11-25;10390;5289;5101
COU;Coupure-Links;2022-11-26;4473;2218;2255
COU;Coupure-Links;2022-11-27;2862;1283;1579
COU;Coupure-Links;2022-11-28;10658;5279;5379
COU;Coupure-Links;2022-11-29;10956;5462;5494
COU;Coupure-Links;2022-11-30;10659;5248;5411
COU;Coupure-Links;2022-12-01;11347;5622;5725
COU;Coupure-Links;2022-12-02;9837;4876;4961
COU;Coupure-Links;2022-12-03;3894;1961;1933
COU;Coupure-Links;2022-12-04;3254;1505;1749
COU;Coupure-Links;2022-12-05;9695;4786;4909
COU;Coupure-Links;2022-12-06;10750;5379;5371
COU;Coupure-Links;2022-12-07;9928;4879;5049
COU;Coupure-Links;2022-12-08;8080;3767;4313
COU;Coupure-Links;2022-12-09;8511;4208;4303
COU;Coupure-Links;2022-12-10;2645;1598;1047
COU;Coupure-Links;2022-12-11;2792;1320;1472
COU;Coupure-Links;2022-12-12;4797;4134;663
COU;Coupure-Links;2022-12-13;7597;4385;3212
COU;Coupure-Links;2022-12-14;8765;4324;4441
COU;Coupure-Links;2022-12-15;9009;4428;4581
COU;Coupure-Links;2022-12-16;7662;3757;3905
COU;Coupure-Links;2022-12-17;3097;1538;1559
COU;Coupure-Links;2022-12-18;1900;847;1053
COU;Coupure-Links;2022-12-19;7379;3617;3762
COU;Coupure-Links;2022-12-20;7487;3658;3829
COU;Coupure-Links;2022-12-21;7730;3993;3737
COU;Coupure-Links;2022-12-22;7756;3887;3869
COU;Coupure-Links;2022-12-23;6638;3275;3363
COU;Coupure-Links;2022-12-24;2736;1373;1363
COU;Coupure-Links;2022-12-25;1238;590;648
COU;Coupure-Links;2022-12-26;1913;1222;691
COU;Coupure-Links;2022-12-27;3727;1825;1902
COU;Coupure-Links;2022-12-28;3090;1504;1586
COU;Coupure-Links;2022-12-29;3234;1712;1522
COU;Coupure-Links;2022-12-30;2635;1287;1348
COU;Coupure-Links;2022-12-31;2743;1292;1451
COU;Coupure-Links;2023-01-01;2504;1204;1300
COU;Coupure-Links;2023-01-02;3031;1555;1476
COU;Coupure-Links;2023-01-03;4844;2319;2525
COU;Coupure-Links;2023-01-04;4362;2111;2251
COU;Coupure-Links;2023-01-05;5230;2570;2660
COU;Coupure-Links;2023-01-06;5042;2481;2561
COU;Coupure-Links;2023-01-07;3343;1647;1696
COU;Coupure-Links;2023-01-08;2679;1259;1420
COU;Coupure-Links;2023-01-09;8635;4269;4366
COU;Coupure-Links;2023-01-10;8484;4176;4308
COU;Coupure-Links;2023-01-11;8468;4174;4294
COU;Coupure-Links;2023-01-12;6664;3333;3331
COU;Coupure-Links;2023-01-13;7489;3678;3811
COU;Coupure-Links;2023-01-14;2540;1259;1281
COU;Coupure-Links;2023-01-15;1645;1124;521
COU;Coupure-Links;2023-01-16;3539;1927;1612
COU;Coupure-Links;2023-01-17;7532;3706;3826
COU;Coupure-Links;2023-01-18;7695;3886;3809
COU;Coupure-Links;2023-01-19;6913;3429;3484
COU;Coupure-Links;2023-01-20;7276;3671;3605
COU;Coupure-Links;2023-01-21;3736;1891;1845
COU;Coupure-Links;2023-01-22;1775;963;812
COU;Coupure-Links;2023-01-23;6597;3626;2971
COU;Coupure-Links;2023-01-24;8569;4214;4355
COU;Coupure-Links;2023-01-25;7799;3780;4019
COU;Coupure-Links;2023-01-26;8267;4071;4196
COU;Coupure-Links;2023-01-27;3884;2183;1701
COU;Coupure-Links;2023-01-28;3840;1911;1929
COU;Coupure-Links;2023-01-29;2820;1335;1485
COU;Coupure-Links;2023-01-30;8239;4054;4185
COU;Coupure-Links;2023-01-31;7570;3574;3996
COU;Coupure-Links;2023-02-01;8267;4090;4177
COU;Coupure-Links;2023-02-02;9058;4519;4539
COU;Coupure-Links;2023-02-03;8538;4272;4266
COU;Coupure-Links;2023-02-04;4261;2142;2119
COU;Coupure-Links;2023-02-05;2977;1542;1435
COU;Coupure-Links;2023-02-06;7460;3711;3749
COU;Coupure-Links;2023-02-07;7706;3876;3830
COU;Coupure-Links;2023-02-08;7220;3529;3691
COU;Coupure-Links;2023-02-09;7909;3841;4068
COU;Coupure-Links;2023-02-10;7104;3613;3491
COU;Coupure-Links;2023-02-11;4094;1994;2100
COU;Coupure-Links;2023-02-12;3782;1785;1997
COU;Coupure-Links;2023-02-13;10253;5201;5052
COU;Coupure-Links;2023-02-14;12008;5951;6057
COU;Coupure-Links;2023-02-15;10613;5313;5300
COU;Coupure-Links;2023-02-16;10957;5425;5532
COU;Coupure-Links;2023-02-17;10052;5048;5004
COU;Coupure-Links;2023-02-18;4067;2064;2003
COU;Coupure-Links;2023-02-19;3278;1683;1595
COU;Coupure-Links;2023-02-20;8415;4182;4233
COU;Coupure-Links;2023-02-21;8878;4620;4258
COU;Coupure-Links;2023-02-22;7436;3616;3820
COU;Coupure-Links;2023-02-23;9153;4622;4531
COU;Coupure-Links;2023-02-24;6964;3616;3348
COU;Coupure-Links;2023-02-25;3631;1807;1824
COU;Coupure-Links;2023-02-26;3387;1543;1844
COU;Coupure-Links;2023-02-27;10331;5103;5228
COU;Coupure-Links;2023-02-28;8317;4046;4271
COU;Coupure-Links;2023-03-01;10406;5275;5131
COU;Coupure-Links;2023-03-02;10958;5364;5594
COU;Coupure-Links;2023-03-03;10115;5082;5033
COU;Coupure-Links;2023-03-04;3762;1918;1844
COU;Coupure-Links;2023-03-05;2319;1162;1157
COU;Coupure-Links;2023-03-06;9612;5061;4551
COU;Coupure-Links;2023-03-07;6973;3553;3420
COU;Coupure-Links;2023-03-08;7718;3741;3977
COU;Coupure-Links;2023-03-09;9458;4799;4659
COU;Coupure-Links;2023-03-10;7782;3998;3784
COU;Coupure-Links;2023-03-11;4418;2324;2094
COU;Coupure-Links;2023-03-12;3436;1634;1802
COU;Coupure-Links;2023-03-13;10590;5377;5213
COU;Coupure-Links;2023-03-14;8006;4146;3860
COU;Coupure-Links;2023-03-15;10773;5538;5235
COU;Coupure-Links;2023-03-16;11853;5973;5880
COU;Coupure-Links;2023-03-17;10682;5441;5241
COU;Coupure-Links;2023-03-18;4915;2503;2412
COU;Coupure-Links;2023-03-19;4006;2027;1979
COU;Coupure-Links;2023-03-20;10890;5449;5441
COU;Coupure-Links;2023-03-21;11288;5614;5674
COU;Coupure-Links;2023-03-22;10557;5238;5319
COU;Coupure-Links;2023-03-23;10615;5270;5345
COU;Coupure-Links;2023-03-24;9118;4663;4455
COU;Coupure-Links;2023-03-25;4484;2239;2245
COU;Coupure-Links;2023-03-26;2880;1378;1502
COU;Coupure-Links;2023-03-27;9850;4904;4946
COU;Coupure-Links;2023-03-28;10103;5170;4933
COU;Coupure-Links;2023-03-29;11523;5781;5742
COU;Coupure-Links;2023-03-30;11770;5902;5868
COU;Coupure-Links;2023-03-31;8418;4191;4227
COU;Coupure-Links;2023-04-01;3117;1542;1575
COU;Coupure-Links;2023-04-02;3170;1599;1571
COU;Coupure-Links;2023-04-03;6184;3138;3046
COU;Coupure-Links;2023-04-04;6807;3416;3391
COU;Coupure-Links;2023-04-05;7015;3404;3611
COU;Coupure-Links;2023-04-19;13281;6934;6347
COU;Coupure-Links;2023-04-20;12630;6529;6101
COU;Coupure-Links;2023-04-21;10519;5493;5026
COU;Coupure-Links;2023-04-22;4454;2294;2160
COU;Coupure-Links;2023-04-23;4121;1988;2133
COU;Coupure-Links;2023-04-24;11109;5719;5390
COU;Coupure-Links;2023-04-25;12703;6587;6116
COU;Coupure-Links;2023-04-26;12351;6471;5880
COU;Coupure-Links;2023-04-27;12975;6738;6237
COU;Coupure-Links;2023-04-28;10681;5569;5112
COU;Coupure-Links;2023-04-29;5198;2701;2497
COU;Coupure-Links;2023-04-30;4937;2453;2484
COU;Coupure-Links;2023-05-01;4735;2412;2323
COU;Coupure-Links;2023-05-02;12653;6539;6114
COU;Coupure-Links;2023-05-03;12859;6712;6147
COU;Coupure-Links;2023-05-04;13742;7046;6696
COU;Coupure-Links;2023-05-05;10854;5730;5124
COU;Coupure-Links;2023-05-06;5763;2994;2769
COU;Coupure-Links;2023-05-07;3767;1774;1993
COU;Coupure-Links;2023-05-08;11684;6026;5658
COU;Coupure-Links;2023-05-09;10126;4882;5244
COU;Coupure-Links;2023-05-10;11176;5372;5804
COU;Coupure-Links;2023-05-11;11921;5756;6165
COU;Coupure-Links;2023-05-12;9109;4223;4886
COU;Coupure-Links;2023-05-13;5727;2774;2953
COU;Coupure-Links;2023-05-14;4598;2287;2311
COU;Coupure-Links;2023-05-15;10154;4973;5181
COU;Coupure-Links;2023-05-16;11999;5791;6208
COU;Coupure-Links;2023-05-17;11283;5429;5854
COU;Coupure-Links;2023-05-18;5100;2498;2602
COU;Coupure-Links;2023-05-19;5706;2761;2945
COU;Coupure-Links;2023-05-20;5104;2483;2621
COU;Coupure-Links;2023-05-21;4840;2472;2368
COU;Coupure-Links;2023-05-22;10593;5133;5460
COU;Coupure-Links;2023-05-23;11028;5331;5697
COU;Coupure-Links;2023-05-24;10360;5061;5299
COU;Coupure-Links;2023-05-25;11072;5359;5713
COU;Coupure-Links;2023-05-26;9979;4697;5282
COU;Coupure-Links;2023-05-27;5595;2716;2879
COU;Coupure-Links;2023-05-28;5794;2819;2975
COU;Coupure-Links;2023-05-29;4595;2315;2280
COU;Coupure-Links;2023-05-30;10751;5186;5565
COU;Coupure-Links;2023-05-31;10622;5165;5457
COU;Coupure-Links;2023-06-01;11707;5646;6061
COU;Coupure-Links;2023-06-02;10332;4921;5411
COU;Coupure-Links;2023-06-03;6348;3108;3240
COU;Coupure-Links;2023-06-04;5528;2815;2713
COU;Coupure-Links;2023-06-05;10975;5626;5349
COU;Coupure-Links;2023-06-06;11546;5651;5895
COU;Coupure-Links;2023-06-07;10798;5213;5585
COU;Coupure-Links;2023-06-08;11703;5737;5966
COU;Coupure-Links;2023-06-09;11160;5291;5869
COU;Coupure-Links;2023-06-10;5919;2881;3038
COU;Coupure-Links;2023-06-11;4846;2475;2371
COU;Coupure-Links;2023-06-12;11034;5375;5659
COU;Coupure-Links;2023-06-13;11579;5631;5948
COU;Coupure-Links;2023-06-14;10977;5405;5572
COU;Coupure-Links;2023-06-15;11535;5587;5948
COU;Coupure-Links;2023-06-16;11183;5312;5871
COU;Coupure-Links;2023-06-17;5895;2918;2977
COU;Coupure-Links;2023-06-18;4268;2170;2098
COU;Coupure-Links;2023-06-19;10470;5087;5383
COU;Coupure-Links;2023-06-20;10285;5001;5284
COU;Coupure-Links;2023-06-21;10689;5193;5496
COU;Coupure-Links;2023-06-22;9902;4780;5122
COU;Coupure-Links;2023-06-23;10129;4787;5342
COU;Coupure-Links;2023-06-24;6624;3278;3346
COU;Coupure-Links;2023-06-25;5207;2631;2576
COU;Coupure-Links;2023-06-26;9998;4839;5159
COU;Coupure-Links;2023-06-27;10919;5304;5615
COU;Coupure-Links;2023-06-28;9908;4822;5086
COU;Coupure-Links;2023-06-29;10211;4875;5336
COU;Coupure-Links;2023-06-30;9369;4453;4916
COU;Coupure-Links;2023-07-01;3972;2006;1966
COU;Coupure-Links;2023-07-02;4412;2195;2217
COU;Coupure-Links;2023-07-03;7664;3776;3888
COU;Coupure-Links;2023-07-04;8004;3868;4136
COU;Coupure-Links;2023-07-05;7510;3608;3902
COU;Coupure-Links;2023-07-06;8686;4188;4498
COU;Coupure-Links;2023-07-07;8241;4015;4226
COU;Coupure-Links;2023-07-08;5264;2639;2625
COU;Coupure-Links;2023-07-09;3810;1935;1875
COU;Coupure-Links;2023-07-10;7427;3607;3820
COU;Coupure-Links;2023-07-11;7479;3628;3851
COU;Coupure-Links;2023-07-12;7599;3737;3862
COU;Coupure-Links;2023-07-13;8034;3836;4198
COU;Coupure-Links;2023-07-14;8309;3963;4346
COU;Coupure-Links;2023-07-15;5674;2805;2869
COU;Coupure-Links;2023-07-16;4800;2357;2443
COU;Coupure-Links;2023-07-17;6574;3184;3390
COU;Coupure-Links;2023-07-18;7335;3504;3831
COU;Coupure-Links;2023-07-19;6696;3259;3437
COU;Coupure-Links;2023-07-20;6591;3225;3366
COU;Coupure-Links;2023-07-21;5182;2533;2649
COU;Coupure-Links;2023-07-22;4439;2163;2276
COU;Coupure-Links;2023-07-23;3203;1613;1590
COU;Coupure-Links;2023-07-24;4700;2371;2329
COU;Coupure-Links;2023-07-25;5451;2631;2820
COU;Coupure-Links;2023-07-26;5961;2926;3035
COU;Coupure-Links;2023-07-27;4223;2111;2112
COU;Coupure-Links;2023-07-28;5118;2479;2639
COU;Coupure-Links;2023-07-29;3269;1593;1676
COU;Coupure-Links;2023-07-30;3045;1533;1512
COU;Coupure-Links;2023-07-31;4071;2058;2013
COU;Coupure-Links;2023-08-01;5612;2763;2849
COU;Coupure-Links;2023-08-02;4702;2307;2395
COU;Coupure-Links;2023-08-03;5287;2654;2633
COU;Coupure-Links;2023-08-04;5088;2541;2547
COU;Coupure-Links;2023-08-05;2856;1458;1398
COU;Coupure-Links;2023-08-06;2427;1244;1183
COU;Coupure-Links;2023-08-07;6414;3148;3266
COU;Coupure-Links;2023-08-08;6440;3155;3285
COU;Coupure-Links;2023-08-09;7269;3549;3720
COU;Coupure-Links;2023-08-10;7665;3832;3833
COU;Coupure-Links;2023-08-11;6355;3059;3296
COU;Coupure-Links;2023-08-12;4085;2008;2077
COU;Coupure-Links;2023-08-13;3670;1852;1818
COU;Coupure-Links;2023-08-14;5939;2914;3025
COU;Coupure-Links;2023-08-15;4870;2386;2484
COU;Coupure-Links;2023-08-16;8052;3970;4082
COU;Coupure-Links;2023-08-17;7856;3841;4015
COU;Coupure-Links;2023-08-18;7370;3545;3825
COU;Coupure-Links;2023-08-19;5118;2499;2619
COU;Coupure-Links;2023-08-20;5399;2694;2705
COU;Coupure-Links;2023-08-21;8675;4276;4399
COU;Coupure-Links;2023-08-22;9137;4446;4691
COU;Coupure-Links;2023-08-23;9314;4603;4711
COU;Coupure-Links;2023-08-24;8493;4189;4304
COU;Coupure-Links;2023-08-25;7860;3783;4077
COU;Coupure-Links;2023-08-26;4880;2479;2401
COU;Coupure-Links;2023-08-27;4249;2102;2147
COU;Coupure-Links;2023-08-28;8506;4114;4392
COU;Coupure-Links;2024-05-22;11474;5795;5679
COU;Coupure-Links;2024-05-23;12000;6064;5936
COU;Coupure-Links;2024-05-24;10844;5517;5327
COU;Coupure-Links;2024-05-25;6073;3074;2999
COU;Coupure-Links;2024-05-26;4440;2152;2288
COU;Coupure-Links;2024-05-27;11076;5574;5502
COU;Coupure-Links;2024-05-28;11093;5634;5459
COU;Coupure-Links;2024-05-29;10890;5447;5443
COU;Coupure-Links;2024-05-30;11481;5668;5813
COU;Coupure-Links;2024-05-31;9824;5011;4813
COU;Coupure-Links;2024-06-01;5216;2559;2657
COU;Coupure-Links;2024-06-02;5341;2531;2810
COU;Coupure-Links;2024-06-03;11987;5936;6051
COU;Coupure-Links;2024-06-04;12367;6071;6296
COU;Coupure-Links;2024-06-05;11775;5739;6036
COU;Coupure-Links;2024-06-06;12446;6108;6338
COU;Coupure-Links;2024-06-07;11748;5940;5808
COU;Coupure-Links;2024-06-08;6575;3255;3320
COU;Coupure-Links;2024-06-09;6574;3201;3373
COU;Coupure-Links;2024-06-10;8786;4234;4552
COU;Coupure-Links;2024-06-11;11505;5727;5778
COU;Coupure-Links;2024-06-12;11404;5703;5701
COU;Coupure-Links;2024-06-13;11595;5865;5730
COU;Coupure-Links;2024-06-14;10430;5250;5180
COU;Coupure-Links;2024-06-15;4946;2439;2507
COU;Coupure-Links;2024-06-16;4355;2066;2289
COU;Coupure-Links;2024-06-17;10657;5506;5151
COU;Coupure-Links;2024-06-18;9546;4788;4758
COU;Coupure-Links;2024-06-19;10947;5628;5319
COU;Coupure-Links;2024-06-20;11568;5860;5708
COU;Coupure-Links;2024-06-21;9717;4928;4789
COU;Coupure-Links;2024-06-22;6009;2991;3018
COU;Coupure-Links;2024-06-23;5539;2785;2754
COU;Coupure-Links;2024-06-24;10578;5677;4901
COU;Coupure-Links;2024-06-25;11084;6133;4951
COU;Coupure-Links;2024-06-26;10346;5646;4700
COU;Coupure-Links;2024-06-27;11630;6242;5388
COU;Coupure-Links;2024-06-28;9967;5339;4628
COU;Coupure-Links;2024-06-29;5632;2810;2822
COU;Coupure-Links;2024-06-30;4397;2160;2237
COU;Coupure-Links;2024-07-01;8613;4392;4221
COU;Coupure-Links;2024-07-02;7830;3986;3844
COU;Coupure-Links;2024-07-03;6958;3477;3481
COU;Coupure-Links;2024-07-04;7950;4166;3784
COU;Coupure-Links;2024-07-05;6479;3345;3134
COU;Coupure-Links;2024-07-06;4364;2123;2241
COU;Coupure-Links;2024-07-07;3707;1741;1966
COU;Coupure-Links;2024-07-08;7152;3704;3448
COU;Coupure-Links;2024-07-09;7229;3514;3715
COU;Coupure-Links;2024-07-10;7386;3700;3686
COU;Coupure-Links;2024-07-11;6928;3476;3452
COU;Coupure-Links;2024-07-12;4798;2411;2387
COU;Coupure-Links;2024-07-13;4179;2197;1982
COU;Coupure-Links;2024-07-14;4562;2304;2258
COU;Coupure-Links;2024-07-15;6628;3488;3140
COU;Coupure-Links;2024-07-16;6663;3251;3412
COU;Coupure-Links;2024-07-17;7262;3741;3521
COU;Coupure-Links;2024-07-18;7704;4102;3602
COU;Coupure-Links;2024-07-19;7907;4261;3646
COU;Coupure-Links;2024-07-20;5836;2931;2905
COU;Coupure-Links;2024-07-21;4960;2512;2448
COU;Coupure-Links;2024-07-22;6534;3350;3184
COU;Coupure-Links;2024-07-23;6151;3051;3100
COU;Coupure-Links;2024-07-24;6849;3521;3328
COU;Coupure-Links;2024-07-25;6670;3248;3422
COU;Coupure-Links;2024-07-26;6146;3180;2966
COU;Coupure-Links;2024-07-27;5268;2665;2603
COU;Coupure-Links;2024-07-28;4864;2428;2436
COU;Coupure-Links;2024-07-29;5931;3065;2866
COU;Coupure-Links;2024-07-30;6169;3291;2878
COU;Coupure-Links;2024-07-31;5799;3015;2784
COU;Coupure-Links;2024-08-01;4941;2542;2399
COU;Coupure-Links;2024-08-02;5783;3022;2761
COU;Coupure-Links;2024-08-03;3901;2004;1897
COU;Coupure-Links;2024-08-04;4096;2033;2063
COU;Coupure-Links;2024-08-05;6579;3381;3198
COU;Coupure-Links;2024-08-06;7039;3698;3341
COU;Coupure-Links;2024-08-07;6871;3483;3388
COU;Coupure-Links;2024-08-08;7058;3606;3452
COU;Coupure-Links;2024-08-09;6025;3181;2844
COU;Coupure-Links;2024-08-10;4481;2389;2092
COU;Coupure-Links;2024-08-11;4187;2147;2040
COU;Coupure-Links;2024-08-12;6697;3536;3161
COU;Coupure-Links;2024-08-13;7694;3856;3838
COU;Coupure-Links;2024-08-14;7372;3798;3574
COU;Coupure-Links;2024-08-15;5083;2556;2527
COU;Coupure-Links;2024-08-16;4384;2182;2202
COU;Coupure-Links;2024-08-17;4852;2435;2417
COU;Coupure-Links;2024-08-18;5128;2573;2555
COU;Coupure-Links;2024-08-19;8118;4070;4048
COU;Coupure-Links;2024-08-20;7270;3614;3656
COU;Coupure-Links;2024-08-21;8561;4307;4254
COU;Coupure-Links;2024-08-22;8880;4563;4317
COU;Coupure-Links;2024-08-23;7775;3830;3945
COU;Coupure-Links;2024-08-24;4874;2491;2383
COU;Coupure-Links;2024-08-25;4812;2394;2418
COU;Coupure-Links;2024-08-26;8673;4362;4311
COU;Coupure-Links;2024-08-27;9786;5097;4689
COU;Coupure-Links;2024-08-28;9007;4536;4471
COU;Coupure-Links;2024-08-29;9802;4808;4994
COU;Coupure-Links;2024-08-30;8366;4158;4208
COU;Coupure-Links;2024-08-31;5568;2800;2768
COU;Coupure-Links;2024-09-01;5376;2637;2739
COU;Coupure-Links;2024-09-02;10424;5382;5042
COU;Coupure-Links;2024-09-03;10717;5346;5371
COU;Coupure-Links;2024-09-04;10509;5374;5135
COU;Coupure-Links;2024-09-05;10762;5498;5264
COU;Coupure-Links;2024-09-06;9271;4683;4588
COU;Coupure-Links;2024-09-07;5918;3190;2728
COU;Coupure-Links;2024-09-08;5047;2534;2513
COU;Coupure-Links;2024-09-09;8864;4514;4350
COU;Coupure-Links;2024-09-10;9555;4842;4713
