code;locatie;datum;totaal;tegenrichting;hoofdrichting
BAT;Bataviabrug;2018-12-14;960;493;467
BAT;Bataviabrug;2018-12-15;654;296;358
BAT;Bataviabrug;2018-12-16;440;198;242
BAT;Bataviabrug;2018-12-17;1052;523;529
BAT;Bataviabrug;2018-12-18;1079;545;534
BAT;Bataviabrug;2018-12-19;1141;590;551
BAT;Bataviabrug;2018-12-20;973;481;492
BAT;Bataviabrug;2018-12-21;793;407;386
BAT;Bataviabrug;2018-12-22;629;282;347
BAT;Bataviabrug;2018-12-23;301;152;149
BAT;Bataviabrug;2018-12-24;463;211;252
BAT;Bataviabrug;2018-12-25;212;112;100
BAT;Bataviabrug;2018-12-26;499;245;254
BAT;Bataviabrug;2018-12-27;659;327;332
BAT;Bataviabrug;2018-12-28;520;250;270
BAT;Bataviabrug;2018-12-29;509;240;269
BAT;Bataviabrug;2018-12-30;359;166;193
BAT;Bataviabrug;2018-12-31;533;239;294
BAT;Bataviabrug;2019-01-01;482;235;247
BAT;Bataviabrug;2019-01-02;595;297;298
BAT;Bataviabrug;2019-01-03;917;438;479
BAT;Bataviabrug;2019-01-04;757;400;357
BAT;Bataviabrug;2019-01-05;507;243;264
BAT;Bataviabrug;2019-01-06;370;170;200
BAT;Bataviabrug;2019-01-07;987;488;499
BAT;Bataviabrug;2019-01-08;968;493;475
BAT;Bataviabrug;2019-01-09;1670;693;977
BAT;Bataviabrug;2019-01-10;975;497;478
BAT;Bataviabrug;2019-01-11;939;476;463
BAT;Bataviabrug;2019-01-12;534;286;248
BAT;Bataviabrug;2019-01-13;377;177;200
BAT;Bataviabrug;2019-01-14;1010;500;510
BAT;Bataviabrug;2019-01-15;1008;512;496
BAT;Bataviabrug;2019-01-16;1089;538;551
BAT;Bataviabrug;2019-01-17;865;433;432
BAT;Bataviabrug;2019-01-18;853;428;425
BAT;Bataviabrug;2019-01-19;608;282;326
BAT;Bataviabrug;2019-01-20;400;188;212
BAT;Bataviabrug;2019-01-21;753;331;422
BAT;Bataviabrug;2019-01-22;656;338;318
BAT;Bataviabrug;2019-01-23;590;293;297
BAT;Bataviabrug;2019-01-24;724;342;382
BAT;Bataviabrug;2019-01-25;715;363;352
BAT;Bataviabrug;2019-01-26;530;259;271
BAT;Bataviabrug;2019-01-27;313;145;168
BAT;Bataviabrug;2019-01-28;669;350;319
BAT;Bataviabrug;2019-01-29;831;411;420
BAT;Bataviabrug;2019-01-30;607;304;303
BAT;Bataviabrug;2019-01-31;783;402;381
BAT;Bataviabrug;2019-02-01;670;337;333
BAT;Bataviabrug;2019-02-02;460;229;231
BAT;Bataviabrug;2019-02-03;484;214;270
BAT;Bataviabrug;2019-02-04;754;369;385
BAT;Bataviabrug;2019-02-05;948;460;488
BAT;Bataviabrug;2019-02-06;788;421;367
BAT;Bataviabrug;2019-02-07;914;444;470
BAT;Bataviabrug;2019-02-08;756;380;376
BAT;Bataviabrug;2019-02-09;537;263;274
BAT;Bataviabrug;2019-02-10;296;127;169
BAT;Bataviabrug;2019-02-11;984;493;491
BAT;Bataviabrug;2019-02-12;992;509;483
BAT;Bataviabrug;2019-02-13;1097;545;552
BAT;Bataviabrug;2019-02-14;1196;583;613
BAT;Bataviabrug;2019-02-15;1166;551;615
BAT;Bataviabrug;2019-02-16;844;428;416
BAT;Bataviabrug;2019-02-17;664;305;359
BAT;Bataviabrug;2019-02-18;1098;557;541
BAT;Bataviabrug;2019-02-19;1141;561;580
BAT;Bataviabrug;2019-02-20;1261;612;649
BAT;Bataviabrug;2019-02-21;1177;577;600
BAT;Bataviabrug;2019-02-22;1140;589;551
BAT;Bataviabrug;2019-02-23;870;394;476
BAT;Bataviabrug;2019-02-24;736;342;394
BAT;Bataviabrug;2019-02-25;1184;584;600
BAT;Bataviabrug;2019-02-26;1220;582;638
BAT;Bataviabrug;2019-02-27;1325;639;686
BAT;Bataviabrug;2019-02-28;1114;552;562
BAT;Bataviabrug;2019-03-01;995;501;494
BAT;Bataviabrug;2019-03-02;638;299;339
BAT;Bataviabrug;2019-03-03;432;212;220
BAT;Bataviabrug;2019-03-04;718;337;381
BAT;Bataviabrug;2019-03-05;882;411;471
BAT;Bataviabrug;2019-03-06;743;374;369
BAT;Bataviabrug;2019-03-07;810;394;416
BAT;Bataviabrug;2019-03-08;904;448;456
BAT;Bataviabrug;2019-03-09;586;291;295
BAT;Bataviabrug;2019-03-10;250;105;145
BAT;Bataviabrug;2019-03-11;877;428;449
BAT;Bataviabrug;2019-03-12;879;435;444
BAT;Bataviabrug;2019-03-13;935;474;461
BAT;Bataviabrug;2019-03-14;785;390;395
BAT;Bataviabrug;2019-03-15;811;391;420
BAT;Bataviabrug;2019-03-16;609;273;336
BAT;Bataviabrug;2019-03-17;587;278;309
BAT;Bataviabrug;2019-03-18;1116;533;583
BAT;Bataviabrug;2019-03-19;1081;536;545
BAT;Bataviabrug;2019-03-20;1183;563;620
BAT;Bataviabrug;2019-03-21;1153;571;582
BAT;Bataviabrug;2019-03-22;1200;599;601
BAT;Bataviabrug;2019-03-23;668;318;350
BAT;Bataviabrug;2019-03-24;619;276;343
BAT;Bataviabrug;2019-03-25;1019;505;514
BAT;Bataviabrug;2019-03-26;1197;596;601
BAT;Bataviabrug;2019-03-27;1207;602;605
BAT;Bataviabrug;2019-03-28;1158;570;588
BAT;Bataviabrug;2019-03-29;1331;641;690
BAT;Bataviabrug;2019-03-30;951;453;498
BAT;Bataviabrug;2019-03-31;621;276;345
BAT;Bataviabrug;2019-04-01;1186;596;590
BAT;Bataviabrug;2019-04-02;987;478;509
BAT;Bataviabrug;2019-04-03;1171;589;582
BAT;Bataviabrug;2019-04-04;1216;600;616
BAT;Bataviabrug;2019-04-05;1244;623;621
BAT;Bataviabrug;2019-04-06;945;429;516
BAT;Bataviabrug;2019-04-07;671;291;380
BAT;Bataviabrug;2019-04-08;927;476;451
BAT;Bataviabrug;2019-04-09;838;416;422
BAT;Bataviabrug;2019-04-10;1095;515;580
BAT;Bataviabrug;2019-04-11;1015;493;522
BAT;Bataviabrug;2019-04-12;871;436;435
BAT;Bataviabrug;2019-04-13;590;268;322
BAT;Bataviabrug;2019-04-14;492;203;289
BAT;Bataviabrug;2019-04-15;1035;514;521
BAT;Bataviabrug;2019-04-16;985;475;510
BAT;Bataviabrug;2019-04-17;1024;513;511
BAT;Bataviabrug;2019-04-18;1192;564;628
BAT;Bataviabrug;2019-04-19;1168;589;579
BAT;Bataviabrug;2019-04-20;989;419;570
BAT;Bataviabrug;2019-04-21;672;311;361
BAT;Bataviabrug;2019-04-22;735;334;401
BAT;Bataviabrug;2019-04-23;1239;620;619
BAT;Bataviabrug;2019-04-24;1237;619;618
BAT;Bataviabrug;2019-04-25;1117;535;582
BAT;Bataviabrug;2019-04-26;1214;595;619
BAT;Bataviabrug;2019-04-27;792;360;432
BAT;Bataviabrug;2019-04-28;1021;537;484
BAT;Bataviabrug;2019-04-29;1229;607;622
BAT;Bataviabrug;2019-04-30;1236;604;632
BAT;Bataviabrug;2019-05-01;1101;539;562
BAT;Bataviabrug;2019-05-02;1163;553;610
BAT;Bataviabrug;2019-05-03;1209;587;622
BAT;Bataviabrug;2019-05-04;628;290;338
BAT;Bataviabrug;2019-05-05;1317;640;677
BAT;Bataviabrug;2019-05-06;1118;545;573
BAT;Bataviabrug;2019-05-07;1228;608;620
BAT;Bataviabrug;2019-05-08;1135;540;595
BAT;Bataviabrug;2019-05-09;1228;567;661
BAT;Bataviabrug;2019-05-10;1111;537;574
BAT;Bataviabrug;2019-05-11;825;379;446
BAT;Bataviabrug;2019-05-12;695;319;376
BAT;Bataviabrug;2019-05-13;1358;645;713
BAT;Bataviabrug;2019-05-14;1302;615;687
BAT;Bataviabrug;2019-05-15;1390;669;721
BAT;Bataviabrug;2019-05-16;1487;714;773
BAT;Bataviabrug;2019-05-17;1160;555;605
BAT;Bataviabrug;2019-05-18;1000;470;530
BAT;Bataviabrug;2019-05-19;550;251;299
BAT;Bataviabrug;2019-05-20;1216;594;622
BAT;Bataviabrug;2019-05-21;1304;621;683
BAT;Bataviabrug;2019-05-22;1407;672;735
BAT;Bataviabrug;2019-05-23;1374;657;717
BAT;Bataviabrug;2019-05-24;1546;744;802
BAT;Bataviabrug;2019-05-25;889;397;492
BAT;Bataviabrug;2019-05-26;835;389;446
BAT;Bataviabrug;2019-05-27;1322;635;687
BAT;Bataviabrug;2019-05-28;1081;520;561
BAT;Bataviabrug;2019-05-29;1295;609;686
BAT;Bataviabrug;2019-05-30;714;293;421
BAT;Bataviabrug;2019-05-31;987;498;489
BAT;Bataviabrug;2019-06-01;1007;464;543
BAT;Bataviabrug;2019-06-02;1810;834;976
BAT;Bataviabrug;2019-06-03;1263;619;644
BAT;Bataviabrug;2019-06-04;1123;554;569
BAT;Bataviabrug;2019-06-05;1093;518;575
BAT;Bataviabrug;2019-06-06;1313;625;688
BAT;Bataviabrug;2019-06-07;1202;589;613
BAT;Bataviabrug;2019-06-08;694;308;386
BAT;Bataviabrug;2019-06-09;785;353;432
BAT;Bataviabrug;2019-06-10;566;252;314
BAT;Bataviabrug;2019-06-11;1311;632;679
BAT;Bataviabrug;2019-06-12;849;410;439
BAT;Bataviabrug;2019-06-13;1095;524;571
BAT;Bataviabrug;2019-06-14;1813;789;1024
BAT;Bataviabrug;2019-06-15;1436;727;709
BAT;Bataviabrug;2019-06-16;1292;635;657
BAT;Bataviabrug;2019-06-17;1588;726;862
BAT;Bataviabrug;2019-06-18;1480;696;784
BAT;Bataviabrug;2019-06-19;1142;541;601
BAT;Bataviabrug;2019-06-20;1279;593;686
BAT;Bataviabrug;2019-06-21;2046;926;1120
BAT;Bataviabrug;2019-06-22;1536;756;780
BAT;Bataviabrug;2019-06-23;1181;511;670
BAT;Bataviabrug;2019-06-24;1599;778;821
BAT;Bataviabrug;2019-06-25;1613;758;855
BAT;Bataviabrug;2019-06-26;1610;763;847
BAT;Bataviabrug;2019-06-27;1760;816;944
BAT;Bataviabrug;2019-06-28;1883;696;1187
BAT;Bataviabrug;2019-06-29;1716;730;986
BAT;Bataviabrug;2019-06-30;1403;689;714
BAT;Bataviabrug;2019-07-01;1408;664;744
BAT;Bataviabrug;2019-07-02;1438;670;768
BAT;Bataviabrug;2019-07-03;1450;674;776
BAT;Bataviabrug;2019-07-04;1541;721;820
BAT;Bataviabrug;2019-07-05;1404;691;713
BAT;Bataviabrug;2019-07-06;1057;489;568
BAT;Bataviabrug;2019-07-07;1776;823;953
BAT;Bataviabrug;2019-07-08;1145;539;606
BAT;Bataviabrug;2019-07-09;1331;603;728
BAT;Bataviabrug;2019-07-10;1239;568;671
BAT;Bataviabrug;2019-07-11;1306;607;699
BAT;Bataviabrug;2019-07-12;1093;501;592
BAT;Bataviabrug;2019-07-13;984;444;540
BAT;Bataviabrug;2019-07-14;878;438;440
BAT;Bataviabrug;2019-07-15;890;421;469
BAT;Bataviabrug;2019-07-16;1166;528;638
BAT;Bataviabrug;2019-07-17;1134;537;597
BAT;Bataviabrug;2019-07-18;1136;533;603
BAT;Bataviabrug;2019-07-19;1278;666;612
BAT;Bataviabrug;2019-07-20;1057;493;564
BAT;Bataviabrug;2019-07-21;1079;541;538
BAT;Bataviabrug;2019-07-22;1387;679;708
BAT;Bataviabrug;2019-07-23;1335;670;665
BAT;Bataviabrug;2019-07-24;1063;515;548
BAT;Bataviabrug;2019-07-25;952;455;497
BAT;Bataviabrug;2019-07-26;1066;505;561
BAT;Bataviabrug;2019-07-27;487;196;291
BAT;Bataviabrug;2019-07-28;483;230;253
BAT;Bataviabrug;2019-07-29;1029;489;540
BAT;Bataviabrug;2019-07-30;973;449;524
BAT;Bataviabrug;2019-07-31;909;414;495
BAT;Bataviabrug;2019-08-01;1074;484;590
BAT;Bataviabrug;2019-08-02;849;397;452
BAT;Bataviabrug;2019-08-03;682;311;371
BAT;Bataviabrug;2019-08-04;923;432;491
BAT;Bataviabrug;2019-08-05;1109;540;569
BAT;Bataviabrug;2019-08-06;1057;510;547
BAT;Bataviabrug;2019-08-07;1105;537;568
BAT;Bataviabrug;2019-08-08;1174;542;632
BAT;Bataviabrug;2019-08-09;910;416;494
BAT;Bataviabrug;2019-08-10;840;381;459
BAT;Bataviabrug;2019-08-11;2808;1351;1457
BAT;Bataviabrug;2019-08-12;1061;490;571
BAT;Bataviabrug;2019-08-13;1150;513;637
BAT;Bataviabrug;2019-08-14;1050;471;579
BAT;Bataviabrug;2019-08-15;1040;401;639
BAT;Bataviabrug;2019-08-16;1104;561;543
BAT;Bataviabrug;2019-08-17;554;255;299
BAT;Bataviabrug;2019-08-18;628;283;345
BAT;Bataviabrug;2019-08-19;1131;547;584
BAT;Bataviabrug;2019-08-20;1417;652;765
BAT;Bataviabrug;2019-08-21;1425;658;767
BAT;Bataviabrug;2019-08-22;1465;673;792
BAT;Bataviabrug;2019-08-23;1508;724;784
BAT;Bataviabrug;2019-08-24;1203;521;682
BAT;Bataviabrug;2019-08-25;2016;1016;1000
BAT;Bataviabrug;2019-08-26;1374;656;718
BAT;Bataviabrug;2019-08-27;1480;684;796
BAT;Bataviabrug;2019-08-28;1336;635;701
BAT;Bataviabrug;2019-08-29;1524;711;813
BAT;Bataviabrug;2019-08-30;1570;712;858
BAT;Bataviabrug;2019-08-31;1140;486;654
BAT;Bataviabrug;2019-09-01;909;396;513
BAT;Bataviabrug;2019-09-02;1467;677;790
BAT;Bataviabrug;2019-09-03;1467;664;803
BAT;Bataviabrug;2019-09-04;1264;604;660
BAT;Bataviabrug;2019-09-05;1290;609;681
BAT;Bataviabrug;2019-09-06;1328;631;697
BAT;Bataviabrug;2019-09-07;776;358;418
BAT;Bataviabrug;2019-09-08;1001;437;564
BAT;Bataviabrug;2019-09-09;1355;623;732
BAT;Bataviabrug;2019-09-10;1419;671;748
BAT;Bataviabrug;2019-09-11;1210;568;642
BAT;Bataviabrug;2019-09-12;1591;725;866
BAT;Bataviabrug;2019-09-13;1516;680;836
BAT;Bataviabrug;2019-09-14;1415;698;717
BAT;Bataviabrug;2019-09-15;1129;510;619
BAT;Bataviabrug;2019-09-16;1297;614;683
BAT;Bataviabrug;2019-09-17;1452;676;776
BAT;Bataviabrug;2019-09-18;1495;707;788
BAT;Bataviabrug;2019-09-19;1520;703;817
BAT;Bataviabrug;2019-09-20;1670;764;906
BAT;Bataviabrug;2019-09-21;1507;631;876
BAT;Bataviabrug;2019-09-22;4960;2024;2936
BAT;Bataviabrug;2019-09-23;1630;763;867
BAT;Bataviabrug;2019-09-24;1309;606;703
BAT;Bataviabrug;2019-09-25;1305;592;713
BAT;Bataviabrug;2019-09-26;1276;564;712
BAT;Bataviabrug;2019-09-27;1648;786;862
BAT;Bataviabrug;2019-09-28;1422;655;767
BAT;Bataviabrug;2019-09-29;2380;1070;1310
BAT;Bataviabrug;2019-09-30;1434;724;710
BAT;Bataviabrug;2019-10-01;1076;511;565
BAT;Bataviabrug;2019-10-02;1276;610;666
BAT;Bataviabrug;2019-10-03;1452;679;773
BAT;Bataviabrug;2019-10-04;1111;514;597
BAT;Bataviabrug;2019-10-05;938;403;535
BAT;Bataviabrug;2019-10-06;447;220;227
BAT;Bataviabrug;2019-10-07;1291;602;689
BAT;Bataviabrug;2019-10-08;1209;569;640
BAT;Bataviabrug;2019-10-09;1141;515;626
BAT;Bataviabrug;2019-10-10;1409;651;758
BAT;Bataviabrug;2019-10-11;1299;621;678
BAT;Bataviabrug;2019-10-12;891;425;466
BAT;Bataviabrug;2019-10-13;645;265;380
BAT;Bataviabrug;2019-10-14;1412;649;763
BAT;Bataviabrug;2019-10-15;1325;629;696
BAT;Bataviabrug;2019-10-16;1057;490;567
BAT;Bataviabrug;2019-10-17;1426;665;761
BAT;Bataviabrug;2019-10-18;1253;602;651
BAT;Bataviabrug;2019-10-19;913;390;523
BAT;Bataviabrug;2019-10-20;519;202;317
BAT;Bataviabrug;2019-10-21;1223;553;670
BAT;Bataviabrug;2019-10-22;1474;682;792
BAT;Bataviabrug;2019-10-23;1493;693;800
BAT;Bataviabrug;2019-10-24;1400;659;741
BAT;Bataviabrug;2019-10-25;1337;605;732
BAT;Bataviabrug;2019-10-26;989;430;559
BAT;Bataviabrug;2019-10-27;664;306;358
BAT;Bataviabrug;2019-10-28;1063;488;575
BAT;Bataviabrug;2019-10-29;1178;548;630
BAT;Bataviabrug;2019-10-30;1057;483;574
BAT;Bataviabrug;2019-10-31;1054;489;565
BAT;Bataviabrug;2019-11-01;384;155;229
BAT;Bataviabrug;2019-11-02;656;283;373
BAT;Bataviabrug;2019-11-03;381;185;196
BAT;Bataviabrug;2019-11-04;1114;515;599
BAT;Bataviabrug;2019-11-05;1312;613;699
BAT;Bataviabrug;2019-11-06;1107;541;566
BAT;Bataviabrug;2019-11-07;1237;574;663
BAT;Bataviabrug;2019-11-08;1166;534;632
BAT;Bataviabrug;2019-11-09;797;349;448
BAT;Bataviabrug;2019-11-10;655;311;344
BAT;Bataviabrug;2019-11-11;314;140;174
BAT;Bataviabrug;2019-11-12;1173;549;624
BAT;Bataviabrug;2019-11-13;1224;580;644
BAT;Bataviabrug;2019-11-14;1196;576;620
BAT;Bataviabrug;2019-11-15;1208;601;607
BAT;Bataviabrug;2019-11-16;703;315;388
BAT;Bataviabrug;2019-11-17;531;260;271
BAT;Bataviabrug;2019-11-18;1183;593;590
BAT;Bataviabrug;2019-11-19;1234;616;618
BAT;Bataviabrug;2019-11-20;1275;611;664
BAT;Bataviabrug;2019-11-21;1317;625;692
BAT;Bataviabrug;2019-11-22;1267;628;639
BAT;Bataviabrug;2019-11-23;684;304;380
BAT;Bataviabrug;2019-11-24;448;191;257
BAT;Bataviabrug;2019-11-25;1310;631;679
BAT;Bataviabrug;2019-11-26;1356;658;698
BAT;Bataviabrug;2019-11-27;1192;562;630
BAT;Bataviabrug;2019-11-28;1194;595;599
BAT;Bataviabrug;2019-11-29;1246;627;619
BAT;Bataviabrug;2019-11-30;754;349;405
BAT;Bataviabrug;2019-12-01;525;227;298
BAT;Bataviabrug;2019-12-02;1248;613;635
BAT;Bataviabrug;2019-12-03;1261;645;616
BAT;Bataviabrug;2019-12-04;1282;600;682
BAT;Bataviabrug;2019-12-05;1268;615;653
BAT;Bataviabrug;2019-12-06;1013;518;495
BAT;Bataviabrug;2019-12-07;711;339;372
BAT;Bataviabrug;2019-12-08;455;195;260
BAT;Bataviabrug;2019-12-09;1076;539;537
BAT;Bataviabrug;2019-12-10;1300;645;655
BAT;Bataviabrug;2019-12-11;1341;675;666
BAT;Bataviabrug;2019-12-12;1339;646;693
BAT;Bataviabrug;2019-12-13;1152;580;572
BAT;Bataviabrug;2019-12-14;626;288;338
BAT;Bataviabrug;2019-12-15;535;236;299
BAT;Bataviabrug;2019-12-16;1182;614;568
BAT;Bataviabrug;2019-12-17;1326;685;641
BAT;Bataviabrug;2019-12-18;1394;717;677
BAT;Bataviabrug;2019-12-19;1275;612;663
BAT;Bataviabrug;2019-12-20;1087;559;528
BAT;Bataviabrug;2019-12-21;733;315;418
BAT;Bataviabrug;2019-12-22;423;199;224
BAT;Bataviabrug;2019-12-23;924;444;480
BAT;Bataviabrug;2019-12-24;566;266;300
BAT;Bataviabrug;2019-12-25;221;107;114
BAT;Bataviabrug;2019-12-26;539;267;272
BAT;Bataviabrug;2019-12-27;678;335;343
BAT;Bataviabrug;2019-12-28;519;244;275
BAT;Bataviabrug;2019-12-29;371;180;191
BAT;Bataviabrug;2019-12-30;792;381;411
BAT;Bataviabrug;2019-12-31;609;286;323
BAT;Bataviabrug;2020-01-01;572;248;324
BAT;Bataviabrug;2020-01-02;752;384;368
BAT;Bataviabrug;2020-01-03;732;353;379
BAT;Bataviabrug;2020-01-04;685;352;333
BAT;Bataviabrug;2020-01-05;512;238;274
BAT;Bataviabrug;2020-01-06;1298;653;645
BAT;Bataviabrug;2020-01-07;1274;636;638
BAT;Bataviabrug;2020-01-08;1194;596;598
BAT;Bataviabrug;2020-01-09;1193;621;572
BAT;Bataviabrug;2020-01-10;1217;634;583
BAT;Bataviabrug;2020-01-11;731;345;386
BAT;Bataviabrug;2020-01-12;427;188;239
BAT;Bataviabrug;2020-01-13;1287;666;621
BAT;Bataviabrug;2020-01-14;1039;538;501
BAT;Bataviabrug;2020-01-15;1098;566;532
BAT;Bataviabrug;2020-01-16;1325;700;625
BAT;Bataviabrug;2020-01-17;1188;594;594
BAT;Bataviabrug;2020-01-18;920;447;473
BAT;Bataviabrug;2020-01-19;574;280;294
BAT;Bataviabrug;2020-01-20;1244;631;613
BAT;Bataviabrug;2020-01-21;1246;655;591
BAT;Bataviabrug;2020-01-22;1178;627;551
BAT;Bataviabrug;2020-01-23;1366;690;676
BAT;Bataviabrug;2020-01-24;1168;609;559
BAT;Bataviabrug;2020-01-25;703;357;346
BAT;Bataviabrug;2020-01-26;492;242;250
BAT;Bataviabrug;2020-01-27;1142;602;540
BAT;Bataviabrug;2020-01-28;1117;597;520
BAT;Bataviabrug;2020-01-29;1271;661;610
BAT;Bataviabrug;2020-01-30;1268;651;617
BAT;Bataviabrug;2020-01-31;1227;635;592
BAT;Bataviabrug;2020-02-01;726;372;354
BAT;Bataviabrug;2020-02-02;503;222;281
BAT;Bataviabrug;2020-02-03;1125;585;540
BAT;Bataviabrug;2020-02-04;1042;547;495
BAT;Bataviabrug;2020-02-05;1195;627;568
BAT;Bataviabrug;2020-02-06;1420;740;680
BAT;Bataviabrug;2020-02-07;1246;649;597
BAT;Bataviabrug;2020-02-08;675;303;372
BAT;Bataviabrug;2020-02-09;243;98;145
BAT;Bataviabrug;2020-02-10;930;476;454
BAT;Bataviabrug;2020-02-11;1103;566;537
BAT;Bataviabrug;2020-02-12;1309;681;628
BAT;Bataviabrug;2020-02-13;1099;538;561
BAT;Bataviabrug;2020-02-14;1316;668;648
BAT;Bataviabrug;2020-02-15;739;354;385
BAT;Bataviabrug;2020-02-16;335;157;178
BAT;Bataviabrug;2020-02-17;1258;638;620
BAT;Bataviabrug;2020-02-18;1279;674;605
BAT;Bataviabrug;2020-02-19;1183;606;577
BAT;Bataviabrug;2020-02-20;1115;585;530
BAT;Bataviabrug;2020-02-21;1235;639;596
BAT;Bataviabrug;2020-02-22;564;281;283
BAT;Bataviabrug;2020-02-23;368;183;185
BAT;Bataviabrug;2020-02-24;842;455;387
BAT;Bataviabrug;2020-02-25;981;519;462
BAT;Bataviabrug;2020-02-26;910;464;446
BAT;Bataviabrug;2020-02-27;762;398;364
BAT;Bataviabrug;2020-02-28;901;464;437
BAT;Bataviabrug;2020-02-29;473;226;247
BAT;Bataviabrug;2020-03-01;397;196;201
BAT;Bataviabrug;2020-03-02;1065;565;500
BAT;Bataviabrug;2020-03-03;1175;641;534
BAT;Bataviabrug;2020-03-04;1232;627;605
BAT;Bataviabrug;2020-03-05;984;526;458
BAT;Bataviabrug;2020-03-06;1077;573;504
BAT;Bataviabrug;2020-03-07;781;375;406
BAT;Bataviabrug;2020-03-08;439;208;231
BAT;Bataviabrug;2020-03-09;1260;675;585
BAT;Bataviabrug;2020-03-10;1042;576;466
BAT;Bataviabrug;2020-03-11;1072;566;506
BAT;Bataviabrug;2020-03-12;1377;725;652
BAT;Bataviabrug;2020-03-13;1079;541;538
BAT;Bataviabrug;2020-03-14;438;195;243
BAT;Bataviabrug;2020-03-15;382;177;205
BAT;Bataviabrug;2020-03-16;829;420;409
BAT;Bataviabrug;2020-03-17;791;398;393
BAT;Bataviabrug;2020-03-18;640;322;318
BAT;Bataviabrug;2020-03-19;581;290;291
BAT;Bataviabrug;2020-03-20;344;163;181
BAT;Bataviabrug;2020-03-21;524;242;282
BAT;Bataviabrug;2020-03-22;550;280;270
BAT;Bataviabrug;2020-03-23;599;286;313
BAT;Bataviabrug;2020-03-24;659;313;346
BAT;Bataviabrug;2020-03-25;699;336;363
BAT;Bataviabrug;2020-03-26;639;315;324
BAT;Bataviabrug;2020-03-27;703;328;375
BAT;Bataviabrug;2020-03-28;717;346;371
BAT;Bataviabrug;2020-03-29;272;131;141
BAT;Bataviabrug;2020-03-30;502;232;270
BAT;Bataviabrug;2020-03-31;617;277;340
BAT;Bataviabrug;2020-04-01;743;327;416
BAT;Bataviabrug;2020-04-02;576;279;297
BAT;Bataviabrug;2020-04-03;578;290;288
BAT;Bataviabrug;2020-04-04;759;352;407
BAT;Bataviabrug;2020-04-05;1151;487;664
BAT;Bataviabrug;2020-04-06;640;299;341
BAT;Bataviabrug;2020-04-07;923;438;485
BAT;Bataviabrug;2020-04-08;921;443;478
BAT;Bataviabrug;2020-04-09;901;412;489
BAT;Bataviabrug;2020-04-10;954;448;506
BAT;Bataviabrug;2020-04-11;1065;488;577
BAT;Bataviabrug;2020-04-12;959;442;517
BAT;Bataviabrug;2020-04-13;412;178;234
BAT;Bataviabrug;2020-04-14;454;222;232
BAT;Bataviabrug;2020-04-15;814;386;428
BAT;Bataviabrug;2020-04-16;1027;451;576
BAT;Bataviabrug;2020-04-17;965;441;524
BAT;Bataviabrug;2020-04-18;406;198;208
BAT;Bataviabrug;2020-04-19;963;437;526
BAT;Bataviabrug;2020-04-20;731;331;400
BAT;Bataviabrug;2020-04-21;862;397;465
BAT;Bataviabrug;2020-04-22;917;408;509
BAT;Bataviabrug;2020-04-23;1101;494;607
BAT;Bataviabrug;2020-04-24;929;437;492
BAT;Bataviabrug;2020-04-25;936;413;523
BAT;Bataviabrug;2020-04-26;1292;577;715
BAT;Bataviabrug;2020-04-27;867;402;465
BAT;Bataviabrug;2020-04-28;256;122;134
BAT;Bataviabrug;2020-04-29;395;187;208
BAT;Bataviabrug;2020-04-30;533;270;263
BAT;Bataviabrug;2020-05-01;437;191;246
BAT;Bataviabrug;2020-05-02;702;309;393
BAT;Bataviabrug;2020-05-03;886;400;486
BAT;Bataviabrug;2020-05-04;665;309;356
BAT;Bataviabrug;2020-05-05;735;348;387
BAT;Bataviabrug;2020-05-06;1004;499;505
BAT;Bataviabrug;2020-05-07;1086;535;551
BAT;Bataviabrug;2020-05-08;1039;509;530
BAT;Bataviabrug;2020-05-09;1325;590;735
BAT;Bataviabrug;2020-05-10;433;201;232
BAT;Bataviabrug;2020-05-11;506;239;267
BAT;Bataviabrug;2020-05-12;602;267;335
BAT;Bataviabrug;2020-05-13;744;348;396
BAT;Bataviabrug;2020-05-14;873;413;460
BAT;Bataviabrug;2020-05-15;989;457;532
BAT;Bataviabrug;2020-05-16;874;397;477
BAT;Bataviabrug;2020-05-17;1156;535;621
BAT;Bataviabrug;2020-05-18;1115;523;592
BAT;Bataviabrug;2020-05-19;1149;536;613
BAT;Bataviabrug;2020-05-20;1291;590;701
BAT;Bataviabrug;2020-05-21;1205;548;657
BAT;Bataviabrug;2020-05-22;709;332;377
BAT;Bataviabrug;2020-05-23;761;342;419
BAT;Bataviabrug;2020-05-24;547;254;293
BAT;Bataviabrug;2020-05-25;1133;548;585
BAT;Bataviabrug;2020-05-26;1235;563;672
BAT;Bataviabrug;2020-05-27;1212;556;656
BAT;Bataviabrug;2020-05-28;1185;554;631
BAT;Bataviabrug;2020-05-29;1236;576;660
BAT;Bataviabrug;2020-05-30;1298;571;727
BAT;Bataviabrug;2020-05-31;1169;532;637
BAT;Bataviabrug;2020-06-01;1224;544;680
BAT;Bataviabrug;2020-06-02;1346;617;729
BAT;Bataviabrug;2020-06-03;1258;602;656
BAT;Bataviabrug;2020-06-04;670;305;365
BAT;Bataviabrug;2020-06-05;378;180;198
BAT;Bataviabrug;2020-06-06;530;245;285
BAT;Bataviabrug;2020-06-07;664;309;355
BAT;Bataviabrug;2020-06-08;522;245;277
BAT;Bataviabrug;2020-06-09;797;351;446
BAT;Bataviabrug;2020-06-10;1004;468;536
BAT;Bataviabrug;2020-06-11;1055;483;572
