code;locatie;month;totaal;tegenrichting;hoofdrichting
ZUI;Zuidparklaan;2020-12;50161;22007;28154
ZUI;Zuidparklaan;2021-01;28265;12748;15517
ZUI;Zuidparklaan;2021-02;41898;19447;22451
ZUI;Zuidparklaan;2021-03;57054;26712;30342
ZUI;Zuidparklaan;2021-04;53727;24962;28765
ZUI;Zuidparklaan;2021-05;60603;27376;33227
ZUI;Zuidparklaan;2021-06;77686;37353;40333
ZUI;Zuidparklaan;2021-07;64918;31263;33655
ZUI;Zuidparklaan;2021-08;50777;24582;26195
ZUI;Zuidparklaan;2021-09;69038;31610;37428
ZUI;Zuidparklaan;2021-10;71552;35106;36446
ZUI;Zuidparklaan;2021-11;58295;28389;29906
ZUI;Zuidparklaan;2021-12;46688;22400;24288
ZUI;Zuidparklaan;2022-01;31982;15293;16689
ZUI;Zuidparklaan;2022-02;49233;23439;25794
ZUI;Zuidparklaan;2022-03;71204;34012;37192
ZUI;Zuidparklaan;2022-04;60057;28008;32049
ZUI;Zuidparklaan;2022-05;71752;31891;39861
ZUI;Zuidparklaan;2022-06;64696;26535;38161
ZUI;Zuidparklaan;2022-07;66471;27517;38954
ZUI;Zuidparklaan;2022-08;57618;22841;34777
ZUI;Zuidparklaan;2022-09;72261;33028;39233
ZUI;Zuidparklaan;2022-10;91076;44527;46549
ZUI;Zuidparklaan;2022-11;74436;36365;38071
ZUI;Zuidparklaan;2022-12;58948;28357;30591
ZUI;Zuidparklaan;2023-01;55801;26944;28857
ZUI;Zuidparklaan;2023-02;61467;29582;31885
ZUI;Zuidparklaan;2023-03;71769;34646;37123
ZUI;Zuidparklaan;2023-04;62625;30064;32561
ZUI;Zuidparklaan;2023-05;71312;32654;38658
ZUI;Zuidparklaan;2023-06;71799;26985;44814
ZUI;Zuidparklaan;2023-07;68277;28763;39514
ZUI;Zuidparklaan;2023-08;55767;23794;31973
ZUI;Zuidparklaan;2023-09;75620;31450;44170
ZUI;Zuidparklaan;2023-10;88486;40941;47545
ZUI;Zuidparklaan;2023-11;68264;32721;35543
ZUI;Zuidparklaan;2023-12;65982;31515;34467
ZUI;Zuidparklaan;2024-03;9275;4433;4842
ZUI;Zuidparklaan;2024-04;49669;22843;26826
ZUI;Zuidparklaan;2024-05;58598;27155;31443
ZUI;Zuidparklaan;2024-06;59726;27780;31946
ZUI;Zuidparklaan;2024-07;60463;28712;31751
ZUI;Zuidparklaan;2024-08;50160;22629;27531
ZUI;Zuidparklaan;2024-09;57052;26666;30386
ZUI;Zuidparklaan;2024-10;63889;30136;33753
ZUI;Zuidparklaan;2024-11;48394;22307;26087
ZUI;Zuidparklaan;2024-12;43722;19882;23840
ZUI;Zuidparklaan;2025-01;36935;16410;20525
ZUI;Zuidparklaan;2025-02;43590;19640;23950
ZUI;Zuidparklaan;2025-03;63220;28826;34394
ZUI;Zuidparklaan;2025-04;61378;28271;33107
ZUI;Zuidparklaan;2025-05;64564;29542;35022
ZUI;Zuidparklaan;2025-06;66935;31405;35530
ZUI;Zuidparklaan;2025-07;68909;32456;36453
ZUI;Zuidparklaan;2025-08;55473;24827;30646
ZUI;Zuidparklaan;2025-09;69989;32673;37316
ZUI;Zuidparklaan;2025-10;71808;33418;38390
ZUI;Zuidparklaan;2025-11;57678;27008;30670
ZUI;Zuidparklaan;2026-01;43394;19551;23843
ZUI;Zuidparklaan;2026-02;50264;23120;27144
ZUI;Zuidparklaan;2026-03;71117;32839;38278
